"Id","SalePrice"
1461,79773.6015625
1462,97271.0390625
1463,110447.3125
1464,116510.609375
1465,94195.2265625
1466,104646.1875
1467,110399.7578125
1468,102334.015625
1469,93753.0390625
1470,88940.546875
1471,108108.8046875
1472,62227.9453125
1473,63350.74609375
1474,91936.8359375
1475,72288.734375
1476,121388.5859375
1477,116102.53125
1478,109447.515625
1479,110069.78125
1480,125854.4296875
1481,127455.421875
1482,100747.8203125
1483,93573.015625
1484,90076.859375
1485,100351.296875
1486,106201.625
1487,110267.578125
1488,106470.984375
1489,109550.9453125
1490,120089.2265625
1491,108091.7734375
1492,66611.6328125
1493,117302.5703125
1494,111781.1640625
1495,123757.9921875
1496,114058.828125
1497,99044.3125
1498,90238.6015625
1499,90936.2578125
1500,93056.5546875
1501,95558.796875
1502,81453.25
1503,127170.078125
1504,114400.671875
1505,117966.5703125
1506,106319.0625
1507,114982.65625
1508,110501.15625
1509,104112.90625
1510,101584.2734375
1511,97139.453125
1512,109515.2109375
1513,87806.3046875
1514,102254.421875
1515,112599.5078125
1516,94171.7421875
1517,94890.2421875
1518,82014.9375
1519,113642.125
1520,91952.4296875
1521,95026.6328125
1522,101843.1171875
1523,78183.71875
1524,78456.2421875
1525,79650.4140625
1526,79127.671875
1527,80476.453125
1528,86204.734375
1529,102438.4375
1530,109802.7734375
1531,75861.625
1532,73965.328125
1533,90221.28125
1534,82295.4453125
1535,104801.1875
1536,73992.1171875
1537,69669.3203125
1538,95620.3984375
1539,99390.09375
1540,79888.609375
1541,94408.375
1542,98210.9609375
1543,100443.3125
1544,72908.3359375
1545,70184.4609375
1546,80108.328125
1547,90993.9609375
1548,85813.078125
1549,83283.625
1550,80219.8515625
1551,69676.0234375
1552,88386.7734375
1553,96828.671875
1554,72349.625
1555,99893.7578125
1556,66872.46875
1557,79091.8046875
1558,62793.56640625
1559,72122.234375
1560,94636.046875
1561,89029.4609375
1562,84868.9921875
1563,77789.515625
1564,100758.0078125
1565,91217.640625
1566,123163.765625
1567,66172.828125
1568,119438.03125
1569,93588
1570,85435.3828125
1571,88637.328125
1572,107026.71875
1573,115835.1796875
1574,81962.28125
1575,109908.4375
1576,122664.875
1577,106488.765625
1578,85493.6484375
1579,93991.5
1580,108836.171875
1581,92479.9296875
1582,83350.9375
1583,132156.328125
1584,108704.0390625
1585,96472.09375
1586,60733.27734375
1587,76178.203125
1588,104173.8828125
1589,75318.96875
1590,81428.53125
1591,70668.3203125
1592,81475.921875
1593,76299.2109375
1594,94681.84375
1595,81907.9296875
1596,95264.1796875
1597,100298.28125
1598,109440.7578125
1599,96009.9140625
1600,79547.71875
1601,54655.03125
1602,69340.5625
1603,77054.0703125
1604,112127.9375
1605,115507.5390625
1606,97330.71875
1607,87384.96875
1608,107016.03125
1609,108075.75
1610,100789.21875
1611,88170.4140625
1612,101208.21875
1613,92459.3359375
1614,90207.6484375
1615,66232.7734375
1616,52125.1015625
1617,65708.765625
1618,83516.7734375
1619,86165.09375
1620,90924.890625
1621,79385.6796875
1622,91145.1015625
1623,109464.5546875
1624,120262.3984375
1625,78678.4296875
1626,102755.1328125
1627,114703.9140625
1628,120763.03125
1629,103974.140625
1630,122089.7890625
1631,108006.53125
1632,110321.3671875
1633,99433.3359375
1634,110546.28125
1635,110436.140625
1636,86827.640625
1637,108257.53125
1638,112089.7265625
1639,111069.5078125
1640,128986.875
1641,109846.734375
1642,116677.0390625
1643,106397.9296875
1644,109805.953125
1645,111899.421875
1646,101649.203125
1647,88951.71875
1648,88157.6171875
1649,89314.8359375
1650,89458.3125
1651,87806.0234375
1652,63509.45703125
1653,68388.609375
1654,94789.625
1655,86430.2734375
1656,84228.140625
1657,86032.3203125
1658,93861.625
1659,77744.859375
1660,103421.5390625
1661,126457.4296875
1662,134157.71875
1663,126981.0078125
1664,134687.15625
1665,119196.7109375
1666,127955.6484375
1667,127936.796875
1668,127036.640625
1669,120750.0703125
1670,127370.25
1671,119438.1875
1672,133388.296875
1673,117582.5234375
1674,112250.6640625
1675,109362.6015625
1676,105668.1328125
1677,117623.5859375
1678,142364.40625
1679,129601.2890625
1680,115714.6328125
1681,104970.2421875
1682,125925.671875
1683,101204.3046875
1684,101265.8046875
1685,101137.21875
1686,90602.859375
1687,98114.4296875
1688,105911.953125
1689,108411.3828125
1690,112689.328125
1691,100251.46875
1692,120001.1953125
1693,98312.546875
1694,110464.4609375
1695,97846.8203125
1696,124592.3515625
1697,104820.984375
1698,133935.953125
1699,119995.984375
1700,116444.2421875
1701,117678.8984375
1702,112337.0390625
1703,115335.4296875
1704,123865.875
1705,112240.8203125
1706,142755.140625
1707,109705.3046875
1708,115054.03125
1709,115338.4609375
1710,108429.3515625
1711,123532.3125
1712,109444.1171875
1713,127032.2890625
1714,115661.4921875
1715,109945.5703125
1716,106333.8046875
1717,99438.6875
1718,85971.703125
1719,106246.5078125
1720,116871.2109375
1721,90835.2734375
1722,81235.625
1723,92879.7421875
1724,110393.6875
1725,117622.3828125
1726,111099.3203125
1727,94107.4375
1728,104849.6171875
1729,106119.1640625
1730,91974.1328125
1731,76627.9375
1732,90235.4140625
1733,77910.1484375
1734,79431.8359375
1735,100100.640625
1736,77741.609375
1737,127323.1875
1738,115098.8203125
1739,111631.2109375
1740,106095.734375
1741,110531.7421875
1742,97305.4765625
1743,95745.484375
1744,125371.1796875
1745,104227.2109375
1746,91720.6015625
1747,109630.9921875
1748,117862.1640625
1749,91162.5625
1750,86590.03125
1751,118132.796875
1752,91237.0390625
1753,88142.15625
1754,109976.75
1755,100982.625
1756,91513.4921875
1757,81269.4140625
1758,103098.9296875
1759,107426.5546875
1760,102815.234375
1761,91465.9453125
1762,105741.15625
1763,107451.6640625
1764,81868.203125
1765,89552.078125
1766,110217.71875
1767,115857.7578125
1768,99733.8671875
1769,92857.84375
1770,93244.8828125
1771,83744.0859375
1772,86415.2578125
1773,85899.0234375
1774,88738.1328125
1775,83100.8359375
1776,78358.5546875
1777,75975.796875
1778,89104.4453125
1779,83027.1796875
1780,99429.5390625
1781,94322.390625
1782,68987.546875
1783,88047.2109375
1784,70418.2265625
1785,79205.1171875
1786,83177.078125
1787,94434.71875
1788,55138.375
1789,82188.4296875
1790,65208.87890625
1791,104152.6796875
1792,95256.7578125
1793,88434.671875
1794,94996.640625
1795,83068.59375
1796,86254.6484375
1797,83196.21875
1798,86774.1484375
1799,80112.8828125
1800,84653.140625
1801,92794.9453125
1802,92930.2265625
1803,86916.1015625
1804,94534.90625
1805,90474.6015625
1806,79184.078125
1807,83401.9375
1808,84567.921875
1809,82157.15625
1810,93190.46875
1811,82993.4921875
1812,74095.3828125
1813,84194.1015625
1814,69243.140625
1815,52431.3046875
1816,74791.8203125
1817,79516.421875
1818,91997.5234375
1819,73101.171875
1820,56109.6953125
1821,78396.421875
1822,94388.7578125
1823,58235.57421875
1824,83423.65625
1825,89870.9296875
1826,76597.0078125
1827,75392.5390625
1828,91921.6328125
1829,75213.1953125
1830,91684.90625
1831,87543.0234375
1832,73759.71875
1833,83147.6875
1834,81254.3828125
1835,83223.53125
1836,86833.5234375
1837,74722.4140625
1838,83046.296875
1839,72012.90625
1840,98589.984375
1841,87615.53125
1842,58468.6171875
1843,95862.3203125
1844,86036.9375
1845,87889.8359375
1846,98842.5234375
1847,97323.8671875
1848,53420.578125
1849,82458.3203125
1850,72711.6484375
1851,93259.046875
1852,85729.796875
1853,84883.09375
1854,86337.40625
1855,84706.2890625
1856,113508.609375
1857,86504.65625
1858,86236.4375
1859,84764.796875
1860,90794.9453125
1861,81686.3828125
1862,128266.2421875
1863,126587.9765625
1864,126587.9765625
1865,125984.4765625
1866,126306.5703125
1867,119320.828125
1868,123678.453125
1869,112868.5625
1870,115212.15625
1871,109974.375
1872,96596.90625
1873,113661.0390625
1874,103248.5390625
1875,115192.625
1876,114495.6640625
1877,115669.6171875
1878,109554.3515625
1879,86229.890625
1880,86504.4609375
1881,123084.28125
1882,112494.6328125
1883,108182.53125
1884,108842.3125
1885,119253.2109375
1886,120942.1640625
1887,104245.2421875
1888,127589.65625
1889,93146.6875
1890,94139.390625
1891,93965.9375
1892,67771.515625
1893,88281.328125
1894,84404.078125
1895,95387.6328125
1896,85235.1484375
1897,80408.5546875
1898,69945.4921875
1899,84542.8828125
1900,76202.484375
1901,101965.3046875
1902,91136.7265625
1903,96538
1904,80564.21875
1905,106896.9609375
1906,96069.515625
1907,100628.3828125
1908,71265.703125
1909,91352.453125
1910,86635.328125
1911,117007.6953125
1912,133819.109375
1913,92325.78125
1914,64813.36328125
1915,124866.9140625
1916,59860.19921875
1917,114374.1875
1918,90140.453125
1919,106115.890625
1920,87481.7265625
1921,133839.9375
1922,124861.015625
1923,113890.015625
1924,120109.5703125
1925,107622.4609375
1926,132407.6875
1927,90395.4921875
1928,97178.96875
1929,91328
1930,86944.59375
1931,94802.3828125
1932,83713.84375
1933,112055.5625
1934,108742.6875
1935,104640.109375
1936,114469.2421875
1937,108128.515625
1938,97061.828125
1939,107797.046875
1940,94230.4140625
1941,104045.1640625
1942,110504
1943,94311.671875
1944,120574.125
1945,127232.6171875
1946,82541.046875
1947,119237.3359375
1948,93428.1796875
1949,118677.53125
1950,99608.515625
1951,113124.6015625
1952,108310.8828125
1953,99157.0625
1954,97947.65625
1955,89772.734375
1956,132001.0625
1957,88491.8828125
1958,129720.546875
1959,91280.2109375
1960,74811.1953125
1961,76104.7890625
1962,60847.015625
1963,70910.7890625
1964,73483.03125
1965,98377.375
1966,78682.1484375
1967,122810.546875
1968,133618.21875
1969,131637.875
1970,131679.0625
1971,127758.6875
1972,129112.109375
1973,112836.890625
1974,132952.953125
1975,141212.953125
1976,120196.09375
1977,123072.8828125
1978,121743.3828125
1979,111097.3046875
1980,98495.7109375
1981,117008.109375
1982,109740.515625
1983,99328.453125
1984,99654.1328125
1985,112485.7265625
1986,114796.734375
1987,96983.984375
1988,105933.3515625
1989,107814.7578125
1990,112093.65625
1991,126100.96875
1992,108599.3671875
1993,99675.5390625
1994,117155.28125
1995,108417.90625
1996,108298.46875
1997,116132.3984375
1998,125839.4765625
1999,122280.3828125
2000,124956.2421875
2001,118190.1640625
2002,111666.9609375
2003,113832.7265625
2004,122429.59375
2005,110993.0078125
2006,111918.3359375
2007,113065.3671875
2008,115158.078125
2009,110835.8125
2010,111125.5703125
2011,85983.234375
2012,99932.015625
2013,107150.3515625
2014,109455.7578125
2015,108539.515625
2016,114856.125
2017,107247.578125
2018,80005.6875
2019,91522.609375
2020,80988.8515625
2021,66477.1953125
2022,103750.0234375
2023,93350.4609375
2024,120229.4375
2025,112702.6015625
2026,96195.203125
2027,93461.7265625
2028,83285.5703125
2029,95308.421875
2030,113462.7109375
2031,108143.421875
2032,117312.875
2033,107979.1953125
2034,94250.21875
2035,110668.5
2036,99436.6953125
2037,100658.453125
2038,105924.9609375
2039,106417.4296875
2040,111536.9765625
2041,128096.4921875
2042,104964.8125
2043,109768.1953125
2044,98858.34375
2045,109374.6484375
2046,91449.6015625
2047,100043.453125
2048,89748.0546875
2049,89038.8046875
2050,108612.9609375
2051,81136.890625
2052,88876.6953125
2053,101748.96875
2054,66251.7265625
2055,100425.953125
2056,99167.8203125
2057,85031.1015625
2058,123385.109375
2059,92624.9609375
2060,113028.0078125
2061,115629.390625
2062,89124.8515625
2063,80877.921875
2064,87427.546875
2065,81899.421875
2066,100883.171875
2067,90014.6640625
2068,85725.8203125
2069,70139.1796875
2070,79036.0546875
2071,75074.96875
2072,88613.3828125
2073,98481.9296875
2074,109853.15625
2075,89827.5625
2076,79636.09375
2077,104258.7421875
2078,74818.1875
2079,87028
2080,75600.0078125
2081,79909.6484375
2082,85602.7578125
2083,92710.4140625
2084,76687.71875
2085,73331.1171875
2086,88278.234375
2087,88474.265625
2088,71116.7734375
2089,59880.625
2090,81911.2578125
2091,89545.75
2092,92441.5625
2093,81016.7265625
2094,70184.1953125
2095,97517.546875
2096,67659.6796875
2097,66435.4296875
2098,92245.21875
2099,51515.296875
2100,79280.5625
2101,85608.6875
2102,88453.90625
2103,70959.6796875
2104,82021.6953125
2105,87170.359375
2106,57967.59375
2107,99489.890625
2108,81224.859375
2109,79923.9609375
2110,86323.78125
2111,90526.2109375
2112,84595.7890625
2113,88576.328125
2114,76463.9296875
2115,98922.4375
2116,78337.578125
2117,94545.953125
2118,77451.53125
2119,70805.1015625
2120,78975.0390625
2121,64550.6015625
2122,71758.2109375
2123,65854.21875
2124,83458.515625
2125,82739.484375
2126,89261.2109375
2127,91625.7734375
2128,88002.078125
2129,68319.8125
2130,95493.9140625
2131,92547.515625
2132,83498.359375
2133,82285.9453125
2134,78977.1328125
2135,72924.8984375
2136,70261.2265625
2137,76486.234375
2138,87604.6328125
2139,88351.4921875
2140,106156.4296875
2141,93060
2142,86090.9375
2143,81110.359375
2144,72112.421875
2145,101132.890625
2146,92864.703125
2147,94809.3203125
2148,87959.09375
2149,95376.4375
2150,118212.46875
2151,60881.0625
2152,97635.9609375
2153,102913.4609375
2154,76641.421875
2155,88497
2156,125078.859375
2157,112023.6875
2158,112853.7734375
2159,106907.8828125
2160,90205.6484375
2161,112851.734375
2162,138789.453125
